Title,Decisions,links
"BSE opens investor centres at Lucknow, Vadodara and Patna","{""BSE"": ""neutral""}",https://economictimes.indiatimes.com/bse-opens-investor-centres-at-lucknow-vadodara-and-patna/articleshow/37525106.cms
BSE to foray into commodities trading with new platform,"{""BSE"": ""neutral"", ""commodities"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/bse-to-foray-into-commodities-trading-with-new-platform/articleshow/44959454.cms
CCD may be valued at $1bn in April IPO,"{""CCD"": ""neutral""}",https://www.firstpost.com/business/cafe-coffee-day-april-ipo-by-likely-to-fetch-1-bn-2126157.html
Ceat fairly priced at the current levels: Nitin Raheja,"{""Ceat"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/ceat-fairly-priced-at-the-current-levels-nitin-raheja/articleshow/37312884.cms
Central Bank of India housing finance subsidiary eyes IPO,"{""Central Bank of India"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/Central-bank-home-finance-arm-eyes-IPO/articleshow/48417996.cms
Century Textiles posts Rs 1.58 crore profit in Q3,"{""Century Textiles"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/century-textiles-posts-rs-1-58-crore-profit-in-q3/articleshow/29551328.cms
China funds raise equity allocations as buy-in opportunities rise,"{""China funds"": ""neutral""}",https://jp.reuters.com/article/china-funds-idUKL3N0ZG21M20150630
China slaps restrictions on 7 securities and futures institutions,"{""China"": ""neutral""}",https://www.reuters.com/article/idINB9N12E01F20151106
China yuan almost unchanged after moving in narrow range,"{""China yuan"": ""neutral""}",https://www.zawya.com/en/world/china-and-asia-pacific/chinas-yuan-weakens-to-near-28-month-low-set-for-worst-week-since-may-fsxmb3xj
Choose NBFCs which have muliple products including insurance:Prateek Agarwal,"{""NBFCs"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/choose-nbfcs-which-have-muliple-products-including-insuranceprateek-agarwal/articleshow/21160376.cms
Coal India board appoints M Viswanathan as Company Secretary,"{""Coal India"": ""neutral""}",https://psuwatch.com/coal-india-m-viswanathan-company-secretary/
Cosmo Films to raise Rs 100 crore through QIP,"{""Cosmo Films"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/cosmo-films-to-raise-rs-100-crore-through-qip/articleshow/50042020.cms
Create framework to fight cyber attacks on markets: Sebi,"{""Sebi"": ""neutral""}",https://m.economictimes.com/create-framework-to-fight-cyber-attacks-on-markets-sebi/articleshow/46848594.cms
Dalit Entrepreneurs celebrate the launch of Dicci's Mumbai chapter,"{""Dicci"": ""neutral""}",https://economictimes.indiatimes.com/dalit-entrepreneurs-celebrate-the-launch-of-diccis-mumbai-chapter/articleshow/8643132.cms
David Lau appointed GM of Singapore Airlines in India,"{""Singapore Airlines"": ""neutral""}",https://m.economictimes.com/david-lau-appointed-gm-of-singapore-airlines-in-india/articleshow/26478804.cms
Did Federal Reserve's Janet Yellen just enter currency wars?,"{""Federal Reserve"": ""neutral""}",https://m.economictimes.com/markets/forex/did-federal-reserves-janet-yellen-just-enter-currency-wars/articleshow/46305983.cms
DLF asked to give fund-requirement plans for interim relief,"{""DLF"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/dlf-asked-to-give-fund-requirement-plans-for-interim-relief/articleshow/44981597.cms
Do not see Nifty testing 8000 levels: UR Bhat,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/do-not-see-nifty-testing-8000-levels-ur-bhat/articleshow/45700396.cms
Does Sesa Sterlite look attractive as SC lifts ban?,"{""Sesa Sterlite"": ""neutral""}",https://economictimes.indiatimes.com/does-sesa-sterlite-look-attractive-as-sc-lifts-ban/articleshow/34075113.cms
Dollar steadies in Asian markets despite weak GDP data,"{""Dollar"": ""neutral""}",https://www.yahoo.com/news/dollar-steady-asia-despite-weak-us-gdp-data-091415857--finance.html
Ennore Port to approach Shipping Ministry for IPO approval,"{""Ennore Port"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/ennore-port-to-approach-shipping-ministry-for-ipo-approval/articleshow/6664601.cms
Espirito Santo Securities appoints Premal Madhavji as Equities Head,"{""Espirito Santo Securities"": ""neutral""}",https://m.economictimes.com/espirito-santo-securities-appoints-premal-madhavji-as-equities-head/articleshow/26481612.cms
Eveready Industries records Q4 profit at Rs 5.44 crore,"{""Eveready Industries"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/eveready-industries-records-q4-profit-at-rs-5-44-crore/articleshow/47233321.cms
Expect Nifty to hover around 5950-6100 levels: Mitesh Thacker,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/expect-nifty-to-hover-around-5950-6100-levels-mitesh-thacker/articleshow/29950245.cms
Expect Nifty to hover around 5950-6100 levels: Sandeep Wagle,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/expect-nifty-to-hover-around-5950-6100-levels-sandeep-wagle/articleshow/29953932.cms
"Expect Nifty50 to trade in 7,700-7850 range: Mitesh Thacker","{""Nifty50"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/expect-nifty50-to-trade-in-7700-7850-range-mitesh-thacker/articleshow/49802992.cms
F&O Tracker: Nifty likely to cap resistance at 6270,"{""Nifty"": ""neutral""}",https://www.thehindubusinessline.com/portfolio/commodity-analysis/fo-tracker-short-build-up-on-nifty-50/article66013952.ece
F&O: Next support of Nifty seen around 5000 levels,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/fo-next-support-of-nifty-seen-around-5000-levels/articleshow/5486414.cms
Financial Technologies investors have a tough call to make,"{""Financial Technologies"": ""neutral""}",https://www.adb.org/sites/default/files/publication/704236/fintech-development-conference-highlights.pdf
Force Motors Q3 net profit at Rs 9.99 crore,"{""Force Motors"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/force-motors-q3-net-profit-at-rs-9-99-crore/articleshow/45909486.cms
Fortis Healthcare December quarter profit at Rs 389.09 crore,"{""Fortis Healthcare"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/fortis-healthcare-december-quarter-profit-at-rs-389-09-crore/articleshow/30233981.cms
Gammon India to issue Rs 100-crore debentures to promoters,"{""Gammon India"": ""neutral""}",https://m.economictimes.com/gammon-india-to-issue-rs-100-crore-debentures-to-promoters/articleshow/47027117.cms
"Get ready to test 8,650-8,700 on Nifty: Sandeep Wagle","{""Nifty"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/get-ready-to-test-8650-8700-on-nifty-sandeep-wagle/articleshow/48296214.cms
Global design pact: IKEA to rope in NIFT students,"{""IKEA"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/ikea-nift-in-global-design-pact/articleshow/40312703.cms
"Gold steady near $1,160; US dollar, data in focus","{""Gold"": ""neutral"", ""US dollar"": ""neutral""}",https://www.cnbc.com/2022/08/08/precious-metals-gold-fed-rates-us-data.html
Gopal Vittal to be managing director at Bharti Airtel,"{""Bharti Airtel"": ""neutral""}",https://www.telegraphindia.com/business/gopal-vittal-reappointed-as-airtel-managing-director/cid/1880074
Government plans to curb RBI role in financial markets,"{""RBI"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/govt-plans-to-curb-rbi-role-in-financial-markets/articleshow/46481069.cms
Govt goes on hunt for a new FMC chief,"{""FMC"": ""neutral""}",https://m.economictimes.com/govt-goes-on-hunt-for-a-new-fmc-chief/articleshow/34091534.cms
Growth more promising in midsize IT companies: Deven Choksey,"{""midsize IT companies"": ""positive""}",https://m.economictimes.com/markets/stocks/recos/growth-more-promising-in-midsize-it-companies-deven-choksey/articleshow/45612936.cms
Has RIL turned the corner? Some analysts think so,"{""RIL"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/has-ril-turned-the-corner-some-analysts-think-so/articleshow/45568256.cms
Have stock-specific view on consumer durables space: Hemindra Hazari,"{""consumer durables"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/have-stock-specific-view-on-consumer-durables-space-hemindra-hazari/articleshow/47011257.cms
HCL Q3 Results: Five things to watch out for,"{""HCL"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/hcl-q3-results-five-things-to-watch-out-for/articleshow/46995913.cms
HDFC seeks to raise Rs 1000 crore via bonds,"{""HDFC"": ""neutral""}",https://m.economictimes.com/hdfc-seeks-to-raise-rs-1000-crore-via-bonds/articleshow/35701045.cms
"Healing process continues, investors need to be patient: CLSA","{""CLSA"": ""neutral""}",https://m.economictimes.com/opinion/interviews/investors-need-to-be-patient-with-india-story-rajeev-malik-clsa/articleshow/47293654.cms
Heard on the street: Dabba trading on Sebi radar,"{""Sebi"": ""neutral""}",https://m.economictimes.com/heard-on-the-street-dabba-trading-on-sebi-radar/articleshow/33149925.cms
Heidelberg Cement India to raise Rs 370-cr through NCDs,"{""Heidelberg Cement India"": ""neutral""}",https://m.economictimes.com/markets/bonds/heidelberg-cement-india-to-raise-rs-370-cr-through-ncds/articleshow/26532627.cms
Heritage Foods to reward shareholders with 1:1 bonus issue,"{""Heritage Foods"": ""neutral""}",https://www.indiainfoline.com/article/news-top-story/heritage-foods-rallies-9-as-board-approves-1-1-bonus-issue-122093000465_1.html
Hero MotoCorp appoints Sanjay Jorapur as Chief HR Officer,"{""Hero MotoCorp"": ""neutral""}",https://m.economictimes.com/hero-motocorp-appoints-sanjay-jorapur-as-chief-hr-officer/articleshow/41527167.cms
IDBI looking at FPO to shore up capital base,"{""IDBI"": ""neutral""}",https://www.business-standard.com/article/pti-stories/idbi-looking-at-fpo-to-shore-up-capital-base-115042100478_1.html
IDFC ex-MD Nikhil Vora fund gets first mega investor,"{""IDFC"": ""neutral""}",https://m.economictimes.com/idfc-ex-md-nikhil-voras-fund-gets-first-mega-investor/articleshow/28608585.cms
"IDFC to remain in 120-140 range, says Jagannadham Thunuguntla","{""IDFC"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/idfc-to-remain-in-120-140-range-says-jagannadham-thunuguntla/articleshow/33239961.cms
IEA says oil supply boost may defer market tightening,"{""IEA"": ""neutral""}",https://www.reuters.com/article/us-iea-oil-idUSKBN0N60XC20150415
Immediate support for rupee is placed at 55.10: Bonanza,"{""rupee"": ""negative""}",https://m.economictimes.com/markets/forex/immediate-support-for-rupee-is-placed-at-55-10-bonanza/articleshow/15470958.cms
"Immediate target for Nifty is 6230-6250: Sandeep Wagle, APTART","{""Nifty"": ""neutral"", ""APTART"": ""neutral""}",https://m.economictimes.com/immediate-target-for-nifty-is-6230-6250-sandeep-wagle-aptart/articleshow/6664686.cms
Indian markets not trading at cheap valuations: Anish Damania,"{""Indian markets"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/indian-markets-not-trading-at-cheap-valuations-anish-damania/articleshow/34071400.cms
"IndiGo set to launch Rs 2,500-crore initial public offering","{""IndiGo"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/indigo-set-to-launch-rs-2500cr-ipo/articleshow/46602221.cms
Infosys' March guidance for next fiscal is very crucial,"{""Infosys"": ""neutral""}",https://m.economictimes.com/infosys-march-guidance-for-next-fiscal-is-very-crucial/articleshow/5438781.cms
Infosys Q4 results: Five things to watch out for,"{""Infosys"": ""neutral""}",https://www.livemint.com/companies/company-results/infosys-q4-earnings-today-five-things-to-watch-out-for-11649820794120.html
Insecticides Q4 net down by 55 per cent,"{""Insecticides India"": ""negative""}",https://m.economictimes.com/markets/stocks/earnings/insecticides-q4-net-down-by-55-per-cent/articleshow/13530341.cms
"Investors on sidelines ahead of US holiday, ECB meeting","{""ECB"": ""neutral""}",https://www.reuters.com/article/markets-asia-debt-idUSL4N0UY2SQ20150119
"IOC investor roadshows in Singapore, Hong Kong this week","{""IOC"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/ioc-investor-roadshows-in-singapore-hong-kong-this-week/articleshow/25992645.cms
Is this a good time to purchase gold jewellery?,"{""gold"": ""neutral""}",https://goldsilver.com/blog/the-best-time-to-buy-gold-and-silver/
"IT companies will continue to deliver, says Dipan Mehta","{""IT companies"": ""positive""}",https://economictimes.indiatimes.com/markets/expert-view/time-to-sell-it-has-gone-now-wait-and-watch-dipan-mehta/articleshow/94366988.cms
J P Chalasani joins Punj Lloyd as Group CEO,"{""Punj Lloyd"": ""neutral""}",https://m.economictimes.com/j-p-chalasani-joins-punj-lloyd-as-group-ceo/articleshow/29673343.cms
"Jindal Stainless rejig: Shareholders, creditors meet on May 16","{""Jindal Stainless"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/jindal-stainless-rejig-shareholders-creditors-meet-on-may-16/articleshow/46972282.cms
Jupiter Infomedia to list on SME platform of BSE,"{""Jupiter Infomedia"": ""neutral"", ""BSE"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/jupiter-infomedia-to-list-on-sme-platform-of-bse/articleshow/15502036.cms
Jyotivardhan Jaipuria leads exit of senior analysts at BofA-ML,"{""BofA-ML"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/jyotivardhan-jaipuria-leads-exit-of-senior-analysts-at-bofa-ml/articleshow/47698240.cms
K K Agarwal takes over as NTPC Regional ED,"{""NTPC"": ""neutral""}",https://m.economictimes.com/k-k-agarwal-takes-over-as-ntpc-regional-ed/articleshow/6054958.cms
Kartik Kaushik to lead Citi India's consumer banking division,"{""Citi India"": ""neutral""}",https://m.economictimes.com/kartik-kaushik-to-lead-citi-indias-consumer-banking-division/articleshow/39626946.cms
Keki Mistry joins advisory board of Cox & Kings,"{""Cox & Kings"": ""neutral""}",https://www.business-standard.com/article/companies/keki-mistry-joins-advisory-board-of-cox-kings-113111900868_1.html
Komli Media CEO Prashant Mehta quits for personal reasons,"{""Komli Media"": ""neutral""}",https://m.economictimes.com/komli-media-ceo-prashant-mehta-quits-for-personal-reasons/articleshow/26571736.cms
L&T Finance case: Factorial says will cooperate with Sebi,"{""L&T Finance"": ""neutral"", ""Sebi"": ""neutral""}",https://m.economictimes.com/lt-finance-case-factorial-says-will-cooperate-with-sebi/articleshow/36150693.cms
"Larger companies reverse trend, beat SMEs in Q3 results","{""Larger companies"": ""positive"", ""SMEs"": ""negative""}",https://timesofindia.indiatimes.com/business/india-business/larger-companies-reverse-trend-beat-smes-in-q3-results/articleshow/31134483.cms
Legal tussle forces Sebi to re-think decision on self-regulation,"{""Sebi"": ""neutral""}",https://m.economictimes.com/legal-tussle-forces-sebi-to-re-think-decision-on-self-regulation/articleshow/32810301.cms
Limited options in banking space to pick: Harendra Kumar,"{""banking space"": ""neutral""}",https://m.economictimes.com/limited-options-in-banking-space-to-pick-harendra-kumar/articleshow/21098088.cms
Lodha Developers gives guidance for debut US dollar bond,"{""Lodha Developers"": ""neutral""}",https://jp.reuters.com/article/emergingmarkets-bonds-idINL3N0TM1QI20141202
Look for levels around 6630-6640 on Nifty: Ashwani Gujral,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/look-for-levels-around-6630-6640-on-nifty-ashwani-gujral/articleshow/33075410.cms
Maharashtra say no to Bt cotton seed price hike,"{""Bt cotton seed"": ""neutral""}",https://m.economictimes.com/markets/commodities/maharashtra-say-no-to-bt-cotton-seed-price-hike/articleshow/8236063.cms
Manpasand Beverages plans IPO to raise Rs 500 crore,"{""Manpasand Beverages"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/manpasand-beverages-plans-ipo-to-raise-rs-500-crore/articleshow/31001754.cms
"March series may expire at 6,600-6,650: Vishal Kshatriya, Edelweiss","{""Edelweiss"": ""neutral""}",https://m.economictimes.com/march-series-may-expire-at-6600-6650-vishal-kshatriya-edelweiss/articleshow/32757173.cms
Marginal revision in Lupin's target price expected: Pankaj Pandey,"{""Lupin"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/marginal-revision-in-lupins-target-price-expected-pankaj-pandey/articleshow/34816699.cms
Max Indias Vibha Paul Rishi decides to move on,"{""Max India"": ""neutral""}",https://m.economictimes.com/max-indias-vibha-paul-rishi-decides-to-move-on/articleshow/33207175.cms
Micromax rejigs management; ropes in Deepak Mehrotra as CEO,"{""Micromax"": ""neutral""}",https://www.thehindubusinessline.com/info-tech/Micromax-rejigs-management-ropes-in-Deepak-Mehrotra-as-CEO/article20374925.ece
Mideast crude market rides out Iraq conflict for now,"{""Mideast crude market"": ""neutral""}",https://finance.yahoo.com/news/mideast-crude-market-rides-iraq-conflict-now-095152225--finance.html
Moderate earnings expected for IT companies in Q3: Analysts,"{""IT companies"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/earnings/moderate-earnings-expected-for-it-companies-in-q3-analysts/articleshow/28505795.cms
MRPL posts profit of Rs 260 cr in Q3,"{""MRPL"": ""neutral""}",https://m.economictimes.com/mrpl-posts-profit-of-rs-260-cr-in-q3/articleshow/5478629.cms
MSCI global indices may include Alibaba after investor queries,"{""MSCI"": ""neutral"", ""Alibaba"": ""neutral""}",https://www.reuters.com/article/uk-alibaba-ipo-msci/exclusive-msci-global-indices-may-include-alibaba-after-investor-queries-idUKKBN0H72BV20140912
MT Educare IPO oversubscribed 1.22 times on day 2,"{""MT Educare"": ""neutral""}",https://economictimes.indiatimes.com/markets/ipos/fpos/mt-educare-ipo-oversubscribed-1-22-times-on-day-2/articleshow/12440547.cms
"Munish Sharda appointed as Future Generali Life MD, CEO","{""Future Generali Life"": ""neutral""}",https://www.geb.com/through-our-world/news/future-generali-life-appoints-new-md-ceo
Muthoot Fincorp announces its first public issue of NCDs,"{""Muthoot Fincorp"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/muthoot-fincorp-announces-its-first-public-issue-of-ncds/articleshow/37642400.cms
"Nagesh Basavanhalli to head India business of Fiat, Chrysler","{""Fiat"": ""neutral"", ""Chrysler"": ""neutral""}",https://m.economictimes.com/nagesh-basavanhalli-to-head-india-business-of-fiat-chrysler/articleshow/19345700.cms
Nasdaq to settle Facebook IPO lawsuit for $26.5 million,"{""Facebook"": ""neutral""}",https://www.reuters.com/article/us-nasdaq-omx-facebook-litigation-idUSKBN0NE1FD20150423
NCDEX seeks permission to do futures trading in sugar,"{""NCDEX"": ""neutral""}",https://m.economictimes.com/ncdex-seeks-permission-to-do-futures-trading-in-sugar/articleshow/6706108.cms
New rules on delivery instruction slips from October: Sebi,"{""Sebi"": ""neutral""}",https://m.economictimes.com/new-rules-on-delivery-instruction-slips-from-october-sebi/articleshow/37776636.cms
"NHAI tax-free bond closes tomorrow, grab a share now","{""NHAI"": ""neutral""}",https://economictimes.indiatimes.com/markets/bonds/nhai-tax-free-bond-closes-tomorrow-grab-a-share-now/articleshow/50378351.cms
Nifty likely to revisit 7450-7500 support levels: Mitesh Thacker,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty-likely-to-revisit-7450-7500-support-levels-mitesh-thacker/articleshow/39415149.cms
"Nifty looks tightly range bound: Vineet Bhatnagar, MD, PhillipCapital","{""Nifty"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/recos/Nifty-looks-tightly-range-bound-Vineet-Bhatnagar-MD-PhillipCapital/articleshow/45409925.cms
Nifty might retest earlier high of 7800: Mitesh Thacker,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty-might-retest-earlier-high-of-7800-mitesh-thacker/articleshow/38797555.cms
Nifty to test 6900 levels; top five trading strategies,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/nifty-to-test-6900-levels-top-five-trading-strategies/articleshow/33949723.cms
"Nifty50 may not break 8,000 in hurry: Sandeep Wagle","{""Nifty50"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/nifty50-may-not-break-8000-in-hurry-sandeep-wagle/articleshow/49644627.cms
Nikko reworks stake in Ambit Group JV to 51%,"{""Ambit Group"": ""neutral"", ""Nikko"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/nikko-reworks-stake-in-ambit-group-jv-to-51/articleshow/11173801.cms
Nissan Motor India appoints Takayuki Ishida as new MD,"{""Nissan Motor India"": ""neutral""}",https://m.economictimes.com/nissan-motor-india-appoints-takayuki-ishida-as-new-md/articleshow/12381664.cms
Nita Ambani becomes first woman director on Reliance board,"{""Reliance"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/nita-ambani-becomes-first-woman-director-in-reliance/articleshow/36770637.cms
NMCE to launch select forward agri contracts this month,"{""NMCE"": ""neutral""}",https://m.economictimes.com/markets/commodities/nmce-to-launch-select-forward-agri-contracts-this-month/articleshow/46212474.cms
NMDC offers RINL ex-CMD AP Choudhary full-time advisor post,"{""NMDC"": ""neutral"", ""RINL"": ""neutral""}",https://m.economictimes.com/nmdc-offers-rinls-ex-cmd-ap-choudhary-full-time-advisors-post/articleshow/30277411.cms
NMDC offers RINL's ex-CMD AP Choudhary full-time advisor's post,"{""NMDC"": ""neutral"", ""RINL"": ""neutral""}",https://m.economictimes.com/nmdc-offers-rinls-ex-cmd-ap-choudhary-full-time-advisors-post/articleshow/30277411.cms
Noel N Tata takes over as chairman of Trent,"{""Trent"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/noel-tata-takes-over-as-chairman-of-trent/articleshow/33070853.cms
Noel N Tata takes over as chairman of Trent,"{""Trent"": ""neutral""}",https://timesofindia.indiatimes.com/business/india-business/noel-tata-takes-over-as-chairman-of-trent/articleshow/33070853.cms
"Nomura neutral on YES Bank, target price at 380","{""Nomura"": ""neutral"", ""YES Bank"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/nomura-neutral-on-yes-bank-target-price-at-380/articleshow/12104069.cms
Nomura's top five largecap picks in an uncertain market,"{""Nomura"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/nomuras-top-five-largecap-picks-in-an-uncertain-market/articleshow/26101057.cms
NSE arm introduces acceptance of FDRs in electronic form,"{""NSE"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/nse-arm-introduces-acceptance-of-fdrs-in-electronic-form/articleshow/45372189.cms
NSE expects 8-10 listings on institutional platform by March,"{""NSE"": ""neutral""}",https://m.economictimes.com/nse-expects-8-10-listings-on-institutional-platform-by-march/articleshow/30060583.cms
NSE to launch trading in currency options on Friday,"{""NSE"": ""neutral""}",https://m.economictimes.com/nse-to-launch-trading-in-currency-options-on-friday/articleshow/6823024.cms
NSEL ties up with Tanfed to procure vegetables online,"{""NSEL"": ""neutral"", ""Tanfed"": ""neutral""}",https://m.economictimes.com/nsel-ties-up-with-tanfed-to-procure-vegetables-online/articleshow/20912178.cms
NSEL to rematerialise e-series contracts from April 12 onwards,"{""NSEL"": ""neutral""}",https://m.economictimes.com/nsel-to-rematerialise-e-series-contracts-from-april-12-onwards/articleshow/33244927.cms
"NYSE tests systems, to brief investors before Alibaba debut","{""NYSE"": ""neutral"", ""Alibaba"": ""neutral""}",https://www.reuters.com/article/alibaba-ipo-nyse-idUSL1N0RJ31520140919
OIL India is more sideways type stock: Ashwani Gujral,"{""OIL India"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/oil-india-is-more-sideways-type-stock-ashwani-gujral/articleshow/8663658.cms
Oil marketing companies to procure Rs 97-crore litre ethanol,"{""Oil marketing companies"": ""neutral""}",https://m.economictimes.com/markets/commodities/oil-marketing-companies-to-procure-rs-97-crore-litre-ethanol/articleshow/45684763.cms
Oil steady around $114 as Iraq exports in focus,"{""Oil"": ""neutral""}",https://gulfnews.com/business/energy/oil-steady-around-114-as-iraq-exports-in-focus-1.1352536
P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,"{""Numaligarh Refinery Ltd"": ""neutral""}",https://m.economictimes.com/p-padmanabhan-takes-charge-as-md-numaligarh-refinery-ltd/articleshow/33619179.cms
P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,"{""Numaligarh Refinery Ltd"": ""neutral""}",https://m.economictimes.com/p-padmanabhan-takes-charge-as-md-numaligarh-refinery-ltd/articleshow/33619179.cms
Panacea Biotec Q3 net profit at Rs 83 crore,"{""Panacea Biotec"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/panacea-biotec-q3-net-profit-at-rs-83-crore/articleshow/30352448.cms
"PE funds Multiples, IVFA eye stake in Dodsal Group","{""Multiples"": ""neutral"", ""IVFA"": ""neutral"", ""Dodsal Group"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/pe-funds-multiples-ivfa-eye-stake-in-dodsal-group/articleshow/44989134.cms
"PepsiCo India appoints new CEOs for beverages, foods businesses","{""PepsiCo India"": ""neutral""}",https://www.thehindubusinessline.com/companies/pepsico-india-new-ceos-for-beverages-foods/article20411956.ece1
Philippe Divry appointed as the MD of Volvo India,"{""Volvo India"": ""neutral""}",https://autonews.gasgoo.com/1021780.html
"Pipavav is steady: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd","{""Pipavav"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/pipavav-is-steady-ambareesh-baliga-way2wealth-brokers-pvt-ltd/articleshow/8605430.cms
Piramal Enterprises Q3 net profit at Rs 249 crore,"{""Piramal Enterprises"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/piramal-enterprises-q3-net-profit-at-rs-249-crore/articleshow/46174884.cms
Ponzi schemes: Sebi seeks quarterly meetings of state panels,"{""Sebi"": ""neutral""}",https://m.economictimes.com/ponzi-schemes-sebi-seeks-quarterly-meetings-of-state-panels/articleshow/32311705.cms
Pre-market: Nifty seen opening flat; mat retest 8100 levels,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/pre-market-nifty-seen-opening-flat-may-retest-8100-levels/articleshow/42228321.cms
"Pre-market: Nifty seen opening flat; may reclaim 7,550 levels","{""Nifty"": ""neutral""}",https://m.economictimes.com/pre-market-nifty-seen-opening-flat-may-reclaim-7550-levels/articleshow/36863610.cms
"Pre-market: Nifty seen opening flat; may reclaim 7,800 levels","{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/pre-market-nifty-seen-opening-flat-may-reclaim-7800-levels/articleshow/48951155.cms
Pricing power is the key in FMCG: Prateek Agarwal,"{""FMCG"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/pricing-power-is-the-key-in-fmcg-prateek-agarwal/articleshow/21159659.cms
Prism Cement Q1 net profit at Rs 13.24 crore,"{""Prism Cement"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/prism-cement-q1-net-profit-at-rs-13-24-crore/articleshow/39231280.cms
Private sector is more promising than PSU bank stocks,"{""PSU bank stocks"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/private-sector-is-more-promising-than-psu-bank-stocks/articleshow/32755588.cms
PTC India seeks shareholder nod to pay 22% dividend,"{""PTC India"": ""neutral""}",https://www.thehindubusinessline.com/markets/ptc-india-seeks-shareholders-nod-to-pay-22-dividend/article64345798.ece
Pyramid Saimira case: Sebi completes probe against five entities,"{""Sebi"": ""neutral""}",https://m.economictimes.com/pyramid-saimira-case-sebi-completes-probe-against-five-entities/articleshow/28429091.cms
R K Tewari takes charge as new CBDT Chairman,"{""CBDT"": ""neutral""}",https://m.economictimes.com/r-k-tewari-takes-charge-as-new-cbdt-chairman/articleshow/31346424.cms
Rajiv Sawhney puts in papers as Mahindra Holiday CEO,"{""Mahindra Holiday"": ""neutral""}",https://m.economictimes.com/rajiv-sawhney-puts-in-papers-as-mahindra-holidays-ceo/articleshow/28374605.cms
RBI ensures resumptions of RTGS functions in bond trading,"{""RBI"": ""neutral""}",https://m.economictimes.com/markets/bonds/rbi-ensures-resumptions-of-rtgs-functions-in-bond-trading/articleshow/49841657.cms
RBI is helping govt gold monetisation scheme take off,"{""RBI"": ""neutral""}",https://www.rbi.org.in/Scripts/NotificationUser.aspx?Id=10084&
Recommend wait and watch for Reliance Communications: Deven Choksey,"{""Reliance Communications"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/recommend-wait-and-watch-for-reliance-communications-deven-choksey/articleshow/33392157.cms
