Title,Decisions,links,source,title,body
Brokerages have mixed views on Wipro post Q4 results,"{""Wipro"": ""neutral""}",https://economictimes.indiatimes.com/markets/stocks/news/brokerages-maintain-mixed-views-on-wipro-post-q4-results/articleshow/82112593.cms,economictimes.indiatimes.com,Brokerages maintain mixed views on Wipro post Q4 results,HOLAXD
Brokers seek reduction in option trading charges at NSE,"{""NSE"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/brokers-seek-reduction-in-option-trading-charges-at-nse/articleshow/44886238.cms,m.economictimes.com,Brokers seek reduction in option trading charges at NSE," 	NEW DELHI: Concerned over high costs of doing their business, brokers have requested top bourse NSE to consider lowering the transaction charges for options segment in derivatives and currency trading markets.  	In a letter to National Stock Exchange, an apex body of trading members of all national exchanges in the country has contended that they are ""unable to comprehend high differential in transaction charges"" levied in the option segment for F&O (Futures and Options) and currency markets.  	While transaction charges vary from one exchange to the other, all of them have differential charges for different market segments.  	Besides, the charges are also typically linked to the trading volumes and the rates are lower for larger volume of trades.  	The letter, written by Association of National Exchanges Members of India (ANMI) earlier this month, follows a representation made by an ANMI delegation before the NSE.  	ANMI is a pan-India body comprising trading members across the country of NSE, BSE and other exchanges having national presence. NSE is the largest exchange in the country in terms of trade volumes.  	The industry body further said that a reduction in transaction charges ""will only encourage members to increase the volume of business that is being placed through NSE.""  	""Amongst several points made in the representation we have highlighted that the transaction charges levied by NSE on Options segment (F&O and Currency) is exorbitant.  	""You are aware that transaction charges on purchase and sell of Options is 0.05 per cent of the premium, while the transaction charges in the equity delivery segment and in the equity intraday is only 0.0031 per cent,"" ANMI wrote.  	Pointing out that the market regulator Sebi's turnover charges were same across segments, ANMI further said that stamp duty charges on equity intraday segment and stamp duty levied on options is also uniform.  	""Members are therefore unable to comprehend high differential in transaction charges levied by you in option segment (F&O and Currency).  	""We would like to further draw your attention that apart from statutory dues mentioned above there is incidence of STT (Securities Transaction Tax) and service taxes, which increases the cost of transactions.  	""You are aware that the volumes in options segment (F&O and Currency) have grown considerably whereas the high cost of transaction has only translated in reduced brokerage levels for the industry.  	""In view of these circumstances we request NSE to review the transaction charges and to revise the same downwards,"" it added. "
BSE and NSE announce trading holiday on April 24,"{""NSE"": ""neutral"", ""BSE"": ""neutral""}",https://m.economictimes.com/bse-and-nse-announce-trading-holiday-on-april-24/articleshow/33568582.cms,m.economictimes.com,BSE and NSE announce trading holiday on April 24,"MUMBAI: Leading stock exchanges NSE and BSE have announced a trading holiday on April 24 on account of voting for the general elections in constituencies in Mumbai. 

 According to the bourses, among others, trading on the debt and currency derivative segment ""will remain closed on April 24, 2014"". 

 Lok Sabha elections, which are being held in nine phases, began on April 7 and would continue till May 12. 
"
"BSE opens investor centres at Lucknow, Vadodara and Patna","{""BSE"": ""neutral""}",https://economictimes.indiatimes.com/bse-opens-investor-centres-at-lucknow-vadodara-and-patna/articleshow/37525106.cms,economictimes.indiatimes.com,"BSE opens investor centres at Lucknow, Vadodara and Patna"," 	MUMBAI: Leading stock exchange BSE has today established Investor Service Centres at Lucknow, Vadodara and Patna that would look into grievances as well as function as a facility for arbitration procedures for investors.  	With these centres, BSE now has regional Investor Service Centres at 14 places across the country.  	""BSE has set up Investor Service Centres providing Investor Grievance Redressal Mechanism and arbitration facility at Lucknow, Vadodara and Patna on June 30, 2014,"" the exchange said in a circular today.  	Last week, another exchange NSE had also announced setting up of its investor centres at Lucknow, Vadodara and Patna.  	The Securities and Exchange Board of India (Sebi) in July 2013 had asked bourses to increase the number of investor services centers, with a view to extending the reach of arbitration facilities to the investors.  	BSE centres are available at Mumbai, Ahmedabad, Delhi, Hyderabad and Jaipur also. "
BSE to foray into commodities trading with new platform,"{""BSE"": ""neutral"", ""commodities"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/bse-to-foray-into-commodities-trading-with-new-platform/articleshow/44959454.cms,m.economictimes.com,BSE to foray into commodities trading with new platform,"NEW DELHI: Leading bourse BSE is planning to launch a separate platform for trading of various commodities to foray into commodity exchange business -- currently dominated by two major players, MCX and NCDEX. 

 A proposal in this regard has been approved by the board of BSE, which is the world's largest stock exchange in terms of number of listed companies and holds top positions on various other counts. 

 Sources said the BSE board has cleared the proposal and further modalities would be put in place soon. 

 Incidentally, BSE had also put in an initial bid, estimated at about Rs 500 crore, recently for purchase of 15 per cent stake in the country's largest commodity exchange Multi Commodity Exchange (MCX). 

 Kotak Group finally acquired the MCX stake for Rs 459 crore, while BSE and another bidder Reliance Capital did not participate in final bidding due to adverse comments made by the exchange's auditors in the wake of NSEL scam. 

 The commodity trading business in India records total turnover of over Rs 100 lakh crore annually, although only two players dominate the market. 

 There used to over 20 commodity exchanges in India, including six of national-level, but the total number has now come down to ten. This includes four national-level bourses. Volumes have also come down in recent quarters, due to imposition of commodities transaction tax, among others. 

 BSE, which was set up in 1875 and is the oldest exchange in Asia, is currently one of the two major bourses in India. There are more than 5,500 companies listed on BSE, which is highest for any exchange in the world, with a total market capitalisation of over Rs 93 lakh crore. 

 After beginning with a humble background of functioning under banyan trees over 125 years ago, BSE has now emerged as one of the world's most technologically advanced exchanges and is targeting ten-times faster trades on its platform within three years. 

 Already, the exchange has made significant changes in its technology and has attained a response time of 200 micro- seconds for trades executed on its platform, BSE CEO Ashish Chauhan recently told PTI in an interview. 

 The aim is to bring the response time further down to 20 micro-seconds within the next three years, he had said. 

 Presently, BSE handles 500,000 orders in a second at the response time of 200 micro seconds. There are more than 2.6 crore investors registered on BSE. 

 BSE's 30-share index Sensex is known as the benchmark index of the Indian stock market. 

 During the financial year 2013-14, the exchange recorded a total income of Rs 529.71 crore, while profits rose by 25 per cent to Rs Rs 135.19 crore. 

 
"
Ceat fairly priced at the current levels: Nitin Raheja,"{""Ceat"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/ceat-fairly-priced-at-the-current-levels-nitin-raheja/articleshow/37312884.cms,m.economictimes.com,Ceat fairly priced at the current levels: Nitin Raheja,"In a chat with ET Now, Nitin Raheja, CIO, AQF Advisors, shares his views on ceat. 
 
 
ET Now: What did the trick for Ceat initially, was a sharp drop in rubber prices but that thesis is no longer applicable, rubber prices have inched up, carbon black prices have gone up, the replacement demand is still sluggish but the stock refuses to come down.
 
 
Nitin Raheja: What you are seeing in Ceat is actually what you have seen in a lot of stocks across the sector where you had huge under valuation which was on the extreme. When you saw the large base of the turnover and when you start seeing margin starting to play an upside, even a 1% change in margin on the increment makes a big impact. So, in our view it is fairly priced at this moment at least in the shorter term. Now people will look at actual incremental volume numbers or volume driven growth to drive the stock further. 
"
Century Textiles posts Rs 1.58 crore profit in Q3,"{""Century Textiles"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/century-textiles-posts-rs-1-58-crore-profit-in-q3/articleshow/29551328.cms,m.economictimes.com,Century Textiles posts Rs 1.58 crore profit in Q3,"NEW DELHI: BK Birla Group firm Century Textiles and Industries reported a profit of Rs 1.58 crore for the third quarter ended December 31, 2013-14 fiscal. 

 It had posted a loss of Rs 29.19 crore in the October- December period of 2012-13 fiscal, the company said in a BSE filing. 

 Century Textiles' total Q3, 2013-14 income stood at Rs 1,639.33 crore, compared to Rs 1,520.11 crore in the year-ago period. 

 The company's Q3 revenue from its textiles division was Rs 410.60 crore, as against Rs 380.84 crore in the same period of the last fiscal. 

 However, revenue from the cement division decreased to Rs 752.65 crore this quarter. It was Rs 785.43 crore in the third quarter of the last year. 

 Revenue from its pulp and paper division increased to Rs 467.74 crore last quarter, compared to Rs 345.73 crore of the corresponding period last year. 

 The company's shares were trading at Rs 292.90 per scrip during afternoon trade on the BSE, up 1.26 per cent from their previous close. 
"
Choose NBFCs which have muliple products including insurance:Prateek Agarwal,"{""NBFCs"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/choose-nbfcs-which-have-muliple-products-including-insuranceprateek-agarwal/articleshow/21160376.cms,m.economictimes.com,Choose NBFCs which have muliple products including insurance:Prateek Agarwal,"In a chat with ET Now, Prateek Agarwal, CIO, ASK Investment Manager shares his views on NBFCs. Excerpts:
 
 
ET Now: The track for banks clearly is bad but along with PSU banks this week NBFC and quality private banks also have got whacked, is it a good time not to buy into quality NBFC stocks and revisit private banks?
 
 
Prateek Agarwal: I will want to segment a bit, we would want to look at pricing power. Pricing power in certain NBFCs which may be let say focused on sectors like CV financing may be low at this point in time because the space itself is very damaged. There is hardly any growth that we are looking at in the CV space. So if a NBFC is present in a space where the consumer demand is strong I guess they would have better pricing power and it may make sense to back those kind of models rather than single product models where the product itself is going through a lean patch.
 
 Yes, NBFCs some of them have really done well in terms of scaling up, tighter liquidity makes the NBFC model a bit more susceptible versus banks but I guess if you have pricing power increase in cost may be passed on so we do have some exposure to NBFCs and we believe we will keep looking in that space. Also, some of the NBFCs offer a good way of playing the insurance theme, if you look at the valuations of best of NBFCs with insurance as the core value that they offer the valuations are actually cheaper than some of the best run banks. While if you look at the business per se it would stand to reason if I say insurance is a superior business versus banking. So there is some correction in valuations which need to take place. 
"
Cosmo Films to raise Rs 100 crore through QIP,"{""Cosmo Films"": ""neutral""}",https://m.economictimes.com/markets/stocks/news/cosmo-films-to-raise-rs-100-crore-through-qip/articleshow/50042020.cms,m.economictimes.com,Cosmo Films to raise Rs 100 crore through QIP,"NEW DELHI: Cosmo Films, a manufacturer of bi-axially oriented polypropylene (BOPP), today said it will raise up to Rs 100 crore through Qualified Institutional Placement (QIP) route.  	""The Board of Directors of the company have approved... raising of funds up to Rs 100 crore (including premium) through Qualified Institutional Placement (QIP) of equity shares and/or any other eligible securities,"" Cosmo Films said in a BSE filing.  	Last month, the company said it plans to invest Rs 220 crore to expand the capacity at its Gujarat and Maharashtra facilities.  	""We are installing a new BOPP line with 60,000 tonnes per annum (tpa) capacity by early 2017 at our Vadodara facility in Gujarat. The cost for the said expansion is estimated at Rs 200 crore.  	""We are also adding cast polypropylene line at our Maharashtra facility at a cost of Rs 20 crore,"" Cosmo Films CEO Pankaj Poddar had told PTI.  	The project will be funded through debt and internal accruals. The line has already been ordered and will increase the company's annual BOPP production capacity to 2,00,000 tpa, Poddar had said.  	The demand for BOPP film is growing at 12-15 per cent annually. The company is anticipating a strong demand for BOPP films in the coming years, especially from the FMCG sector, which prompts it to expand its BOPP production capacity.  	The output for the production unit intends to be used for both domestic and export markets.  	BOPP films, which offer high strength, elasticity, high barrier properties, resistance to various corrosive environments and inertness, are used in making flexible food packaging, adhesive tapes, labels and lamination applications.  	The company is the largest exporter of BOPP films from India and also the largest producer of thermal laminating films in the world with plant-cum-distribution centres in the US, Korea, Japan and global channel partners in more than 50 countries. "
Create framework to fight cyber attacks on markets: Sebi,"{""Sebi"": ""neutral""}",https://m.economictimes.com/create-framework-to-fight-cyber-attacks-on-markets-sebi/articleshow/46848594.cms,m.economictimes.com,Create framework to fight cyber attacks on markets: Sebi," 	MUMBAI: To protect the securities market from cyber-crimes, India’s capital market regulator on Wednesday said there is a need to put in place a framework of regulation.  	“There is a need to create a framework for a future plan of action on securities market resilience. Across the world, securities markets are vulnerable as adoption of technology has not only been fast, but dependence on technology is also 100%.The worry is that such attacks are getting sophisticated,” the Securities and Exchange Board of India (Sebi) chairman UK Sinha said at an event here. He was addressing the Cyber Security Resilience Conference, organised by Sebi and the BSE.  	Sinha said as these cyber attackers use the latest technology they could be state-sponsored. “These are done by people who have the best of technology and resources, and some of them are state-sponsored. It has a huge impact on larger systems, society and nations,” he said. These cyber attacks are not just restricted to the financial services sector but are happening across all sectors of the econom, he added “The risk is the effect it has on business and, therefore, one can only guess in terms of protecting the network. Globally, the challenge for all the markets and regulators is to assess the gap and prepare to maintain the sanctity of the markets. Openness and co-operation will help in a big way,” Sinha said.  	The Sebi chief also added that although adoption of the latest technologies is advantageous, it also has its own challenges and hence there is a need to create more awareness, conduct frequent audits of the system and mock-drills.  	The global forum for securities market regulators, International Organisation of Securities Commissions (IOSCO), has also been working on it. “IOSCO has been working on it for the last two years, on how countries and regulators across the world should coordinate and prepare for it,” Sinha said.  	Maharashtra Governor Vidyasagar Rao, who was also present at the event, said: “I am told manipulation of stock exchanges is the new modus operandi used by terrorist groups to raise funds for their operations. We need ecosystems to protect the economic sovereignty of the nation. We also need to evolve a foolproof cyber-security mechanism to protect the economic integrity of corporates, multinational corporations, and business organisations.”  	He added that the number of cyber crimes in the country could touch three lakhs this year. "
Dalit Entrepreneurs celebrate the launch of Dicci's Mumbai chapter,"{""Dicci"": ""neutral""}",https://economictimes.indiatimes.com/dalit-entrepreneurs-celebrate-the-launch-of-diccis-mumbai-chapter/articleshow/8643132.cms,economictimes.indiatimes.com,Dalit Entrepreneurs celebrate the launch of Dicci's Mumbai chapter,"
  MUMBAI: Dalit capitalism, on the fringes of socioeconomic debate for a while, finally ordained its high priests, bared the material possessions and aplomb of new Dalit wealth, and basked in a serenade by officials of the Bombay Stock Exchange (BSE) at a ‘coming out’ party of sorts in Mumbai on Saturday. 
  
  Some of the 1,000-odd signatories to this new take on capitalism — members of the fledgling Dalit Indian Chamber of Commerce and Industries (Dicci) — met at The Rooftop Rendezvous of Hotel Taj Mahal in south Mumbai, the evening hiring charges of which exceed Rs 5 lakh. 
  
  The launch of Dicci’s Mumbai chapter, in a way, heralds the willingness of this small set to stand up and be counted among wealth creators of a new and reforming India. The deliberate choice of venue, the BMWs and limousines in the parking lot, and display of the usual trappings of wealth was to signal their ‘arrival’, as it were, in India’s financial capital, the city of opportunities, and home to some of the most distinguished industrial groups of the country. 
  
  “We are now in the league of jobgivers,” says Milind Kamble, chairman, Dicci. The congregation even found a poster boy in Rajesh Saraiya, CEO of the UK-based SteelMont, which has a turnover of about $400 million. Saraiya, a penurious youth from rural Uttar Pradesh, began his career in Ukraine as a Russian language interpreter to billionaire steel tycoon Laxmi Niwas Mittal. He eventually got into steel trading and is now one of the biggest buyers of steel from SAIL, the Indian public sector giant. Would he get into steel manufacturing, emulating his first employer? 
  
  “I have just started my India operations,” he says. “It’s early days; but nothing can be ruled out.” CAPITAL, NOT CASTE The confidence and resolve of the bunch of Dalit entrepreneurs at the meet was infectious as they, dressed in dapper business suits and with glasses of single malt whisky, recalled their early days. The caste prejudices they confronted as struggling Dalits were, however, cast aside and not broached. “Look ahead, the future belongs to us,” says Ashok Khade, managing director of the Rs 550-crore DAS Offshore Engineering. Khade employs 4,500 people, of which 152 are BTech engineers.
  
  However, Khade’s business card still bears the wounds of prejudices, past and, perhaps, the present. It simply says ‘K Ashok’, concealing his surname, a caste giveaway. Also present was Kalpana Saroj, chairperson of Kamani Tubes, who Chandra Bhan Prasad, Dalit activist and a mentor of Dicci, on the occasion, dubbed as the ‘Oprah Winfrey of Dalits’. Saroj recently took over Kamani and is nursing the sick company back to health.
  
   “We will turn the corner soon to healthy profits,” she says. While the Dalit entrepreneurs bonded and celebrated the creation of a collective of their own, they agreed on the fact that their journey had been a long struggle and that one of the most serious impediments had been access to capital, which many face even today. Arun Khobragade, former senior vice-president of ABN Amro Bank and now promoter of a successful frozen foods company, is toying with the idea of raising a venture capital fund. Raising capital is indeed a challenge for all entrepreneurs, Dalits included. 
  
  Therefore, Dicci members were all ears when Lakshman Gugulothu, MD and CEO of BSE’s new SME Exchange, slated to launch operations soon, dwelt on the intricacies of public offerings and market making. Small and medium enterprises with a post-issue paid-up capital of up to Rs 25 crore are eligible to list on the new exchange. Issues around access to capital and the need to grow throw up numerous questions in the Dalit context. 
  
  AFFIRMATIVE ACTION
  
  Can this new lot, especially the newer, younger lot, progress and also foster a new generation of Dalit entrepreneurs without proactive support from the government and the rest of Indian industry? They drew comfort in the presence of Jamshed Irani, director of Tata Sons and a keen proponent of affirmative action in the private sector. 
  
  However, another Tata luminary, B Muthuraman, was absent. Muthuraman, the vice-chairman of Tata Steel and the newly-elected president of the Confederation of Indian Industry, had promised to launch the Mumbai chapter. Muthuraman has been voicing his support for affirmative action and a key initiative: supplier diversity. Supplier diversity is a concept with roots in the American affirmative action framework, where large companies seek out, support — in terms of management and technology inputs — and buy goods and services from underprivileged and minority suppliers. In the US, supplier diversity has helped scores of black and minority suppliers enter critical supply chains of large multinationals. 
  
  The Billion Dollar Roundtable — a club of over 15 companies, including Ford, Honda, IBM, Lockheed Martin, Proctor & Gamble and Walmart — spend at least $1 billion annually with minority and women-owned suppliers. Member companies of another platform, the National Minority Suppliers Development Council, sourced supplies worth $101 billion from minority businesses in 2009. Will Indian industrialists and industry promote a similar support structure for Dalit and other minority entrepreneurs? 
  
  There are no positive signs whatsoever, though the Tatas, especially Tata Motors, has made some small beginnings towards this. The Indian government is beginning to get into the act by tweaking a quota for scheduled caste and scheduled tribe (SC/ST) suppliers in governmental tender purchases. Over a decade ago, the Digvijay Singh government in Madhya Pradesh had launched a SC supplier support initiative. 
  
  The Mayawati government in Uttar Pradesh made noises on this issue by mandating preferential purchases to publicprivate partnerships, but nothing really materialised. EXCLUSIVE OR INCLUSIVE? Although we have a handful of Dalit entrepreneurs, who are celebrating the discovery of their own, Dalit entrepreneurship will need society’s support to gain critical mass. Will it be forthcoming? No, says Anand Teltumbde, civil rights activist, who quit as CEO of Petronet India recently. Teltumbde, grandson of Babasaheb Ambedkar, is aghast at the manner in which a small band of Dalit capitalists are being cited and portrayed as a marker of progress for the entire Dalit community.
  
  “It’s nothing short of a cruel joke,” he says, coming as it is in the face of continued atrocities on Dalits across the country and the precarious state of much of the Dalit rural populace. He even questions the strategy of Dalit entrepreneurs to assemble as Dicci. “They would have progressed better if they joined a mainstream chambers of commerce instead of appending a caste idiom to the outfit. It will raise the antennas of people against them and restrict business opportunities; it defies business logic,” he explains. “It’s ghettoising entrepreneurship.” Teltumbde doesn’t expect the new Dalit elite to do much for the community, as has always been with Dalit elite over the past decades. However, the new bunch of entrepreneurs refute this contention. 
  
  Malkiat Chand of the Rs 70-crore Janagal Exports of Ludhiana recalls how he had, time and again, attempted to create new Dalit vendors for his company, with varying degrees of success. The Makwanas of a Rs 300-crore industrial group in Gujarat claim that Dalits make up over half their labour force. “We don’t believe in the existing political and social structures to emancipate Dalits. 
  
  What we, as entrepreneurs, can do is to create and foster an ecosystem of Dalit vendors, as a road to progress,” says Arun Khobragade of RAS Frozen Foods. While Teltumbde dubs the newfound profile being given to Dalit enterprise as the handiwork of neo-liberal forces to co-opt the new breed of Dalits, even at the launch ceremony there were subtle rumblings on the very form of capitalism that Dalits ought to pursue. 
  
  Would their brand of capitalism be based on the neo-liberal variety of greed and profit-maximisation, or would it veer towards something with an ethical and moral underpinning? Asmall section of the attendees, especially Kuldeep Ramteke, an IIT alumnus, talked about the ‘Buddhist economy’ and the concept of ‘gross national happiness’, against the fascination for GDP growth. A sizeable section of Dalits in Maharashtra, the Mahars, to which Babasaheb Ambedkar once belonged, are Buddhists. The new Dalit elite do have a lot to chew upon.
  
  
 "
David Lau appointed GM of Singapore Airlines in India,"{""Singapore Airlines"": ""neutral""}",https://m.economictimes.com/david-lau-appointed-gm-of-singapore-airlines-in-india/articleshow/26478804.cms,m.economictimes.com,David Lau appointed GM of Singapore Airlines in India,"NEW DELHI: Singapore Airlines (SIA) today announced the appointment of David Lau as its new General Manager in India.
 
 He will take over from G M Toh on December one to manage the India operations of both Singapore Airlines and its full-service regional carrier SilkAir, a SIA release said.
 
 David launched his career with SIA's Human Resources division and his overseas marketing assignments included stints in Australia and spanned across USA, the Philippines and Thailand.
 
 Prior to his appointment here, David was posted in Jakarta as General Manager - Indonesia, the release added. 
"
Did Federal Reserve's Janet Yellen just enter currency wars?,"{""Federal Reserve"": ""neutral""}",https://m.economictimes.com/markets/forex/did-federal-reserves-janet-yellen-just-enter-currency-wars/articleshow/46305983.cms,m.economictimes.com,Did Federal Reserve's Janet Yellen just enter currency wars?,"NEW YORK: The minutes from the Federal Reserve's meeting last month have foreign-exchange traders wondering whether Janet Yellen has joined the currency wars. Policy makers pointed to the dollar's rising value as ""a persistent source of restraint"" on exports in a surprisingly dovish set of minutes published Wednesday. The greenback fell against a broad group of its peers.
 
 Central bankers from Europe to Australia have engaged this year in bouts of rate-cutting one-upmanship, leaving the US, and possibly Britain, as the only developed nations seen as likely to raise borrowing costs in 2015. The dollar climbed to its strongest in more than a decade as a result, prompting billionaire Warren Buffett and Goldman Sachs Group Inc president Gary Cohn to question whether the Fed can now increase rates without damaging the US economy. ""The Fed is finding a very subtle way to temper the enthusiasm around the risks of a sustained dollar bull market that gets out of control,"" said Alessio de Longis, a macro strategist in New York at OppenheimerFunds, whose division oversees $11.6 billion. ""What the Fed is trying to decelerate a bit is this dollar appreciation in order to make sure that the transition to a Fed hiking policy is more gradual.""
 
 The greenback's gains this year added to a 13 per cent jump in the second half of 2014 that was its strongest advance since 2008, even as the US economic recovery started to disappoint. The Citi Economic Surprise Index shows US economic data are falling short of expectations by the most in more than two years.
 
 Officials are inclined to keep rates near zero for longer, with many participants saying a premature rate increase might damp the economic recovery, the minutes show. Participants flagged the ascendant dollar's negative effect on net exports, with a few pointing to the risk the currency could appreciate further. Mitigating those dangers are low energy prices, which may have a greater-than-forecast positive impact on growth, and accommodative policy overseas that supports the international outlook, the Fed said.
 
 Central bankers from Australia to Canada to Sweden are among those implementing monetary policies to boost growth. That stimulus has weakened their exchange rates, which helps make their economies more competitive, a knock-on effect that analysts have called a currency war. US companies are already feeling the pinch. They're having to learn to live with a dollar rally that doesn't necessarily reflect a stronger economy, Goldman Sachs's Cohn said. Retail sales and durable goods orders have weakened in recent months and multinationals, including Procter & Gamble Co and DuPont Co, are already seeing the strong currency weigh on earnings. The currency's strength makes it ""very tough"" for the Fed to lift interest rates this year, Buffett, the chairman of Berkshire Hathaway Inc, said this month.
 
 That said, consumer spending accounts for almost 70 per cent of gross domestic product, while exports comprise about 13 per cent. 
"
Do not see Nifty testing 8000 levels: UR Bhat,"{""Nifty"": ""neutral""}",https://m.economictimes.com/markets/stocks/recos/do-not-see-nifty-testing-8000-levels-ur-bhat/articleshow/45700396.cms,m.economictimes.com,Do not see Nifty testing 8000 levels: UR Bhat,"In a chat with ET Now, UR Bhat, MD, Dalton Capital Advisors, shares his views on the market. Edited Excerpts:  

 
ET Now: What about the overall market though? Is there a chance that we may retest the 8000 levels or even lower? Do you think we are going to just beat around the bush around 8200-8300? 

 
UR Bhat: It should be sort of steady around these levels with a marginal downtick possible. 8000 may not be tested. But levels around 8000 is possible. What one needs to watch really closely is what is happening in Russia. Putin seems to be running out of luck. There is lot of opposition to the stance he has taken. Unless he is able to contain that, there could be huge impact on the emerging markets. It is time for us to watch that space closely. Other than that, as far as the domestic situation is concerned, results will pave the way for giving direction to the market. As long as the results are not surprisingly negative, the markets should find itself in the 8000-8500 range. 
"
Does Sesa Sterlite look attractive as SC lifts ban?,"{""Sesa Sterlite"": ""neutral""}",https://economictimes.indiatimes.com/does-sesa-sterlite-look-attractive-as-sc-lifts-ban/articleshow/34075113.cms,economictimes.indiatimes.com,Does Sesa Sterlite look attractive as SC lifts ban?,"MUMBAI: Shares of Sesa Sterlite slipped on profit-booking a day after the Supreme Court ordered lifted ban on iron ore mining in the state of Goa.
 
 The stock closed the day at Rs 193.70, down 8.10 points, or 4.01%.
 
 On the bad side, the apex court has imposed an interim restriction on the maximum annual excavation from the mining leases to 20 million tonne.
 
 According to analysts, with the lifting of ban, the production would begin in second half of 2014. Earnings from iron ore unit would add 5 per cent more to EBITDA.
 
 “The ruling comes across as a huge relief to iron ore producers in Goa, especially for Sesa Sterlite – the largest miner in the state. While actual resumption of mining will take 2-3 quarters as several regulatory approvals still need to be in place, the ruling clears the roadmap for restart of iron ore mining,” said IDFC report.
 
 According to the brokerage, the ruling is positive for the company and the financial benefits of the same will accrue in 2HFY15 as mining will commence with a lag of 2-3 quarters from the ruling. It factors in production of 5.2/12.6m tonnes in FY15/16.
 
 It has maintained ‘Outperformer’ rating on the stock with a price target of Rs 227 per share.
 
 According CLSA analysts, the Supreme Court’s decision is positive for the company. They expect operating performance to improve over the next two years. The mining capacity could get capped at 8-9 million tonnes but the lifting of ban will boost the company’s FY15 EPS.
 
 It has maintained a ‘buy’ on the stock with target of Rs 225.
 
 The company remains our top pick of Maybank Kim Eng in the materials sector.
 
 “The stock rallied 5 per cent following news of lifting of the mining ban. A favourable election outcome next month could spark a sharp rally in the stock price,” the report said.
 
"
Ennore Port to approach Shipping Ministry for IPO approval,"{""Ennore Port"": ""neutral""}",https://m.economictimes.com/markets/ipos/fpos/ennore-port-to-approach-shipping-ministry-for-ipo-approval/articleshow/6664601.cms,m.economictimes.com,Ennore Port to approach Shipping Ministry for IPO approval,"
  NEW DELHI: The Ennore Port will approach the Ministry of Shipping by the end of this month for approval of a plan to raise funds for business expansion through an IPO, a top government official said.
  
  ""Ennore Port may go for an IPO... they were asked to raise finances through this route, they would approach us... maybe in a month's time,"" a Shipping Ministry official said.
  
  However, the percentage of disinvestment by the government and the amount of fresh equity to be raised through the IPO is yet to be decided.
  
  The decision was taken at an Ennore Port board meeting last month.
  
  The Centre holds a stake of about 68 per cent in the Ennore Port and the remaining 32 per cent is held by the Chennai Port Trust.
  
  The Department of Disinvestment (DoD) had asked the Shipping Ministry to opt for an initial public offer rather than raise funds through private placement and the ministry informed the Ennore Port regarding the same.
  
  The Ennore Port is the only corporatised major port and is registered as a company. The port has been able to attract an investment of Rs 2,600 crore by private entrepreneurs on various terminals and harbour craft.
  
  Construction of a car export terminal at the Ennore Port is in progress, which Japanese car-maker Nissan Motors will use to export 1,80,000 cars per year once fully executed, though exports are expected to commence this month.
  
  Construction of the terminal will cost Rs 110 crore and the facilities will include a berth, a 12-metre draft after dredging of the basin and a parking yard of 1,75,000 square metres.
  
  A coal terminal and iron ore terminal are also being developed at a total investment of Rs 880 crore.
 "
Espirito Santo Securities appoints Premal Madhavji as Equities Head,"{""Espirito Santo Securities"": ""neutral""}",https://m.economictimes.com/espirito-santo-securities-appoints-premal-madhavji-as-equities-head/articleshow/26481612.cms,m.economictimes.com,Espirito Santo Securities appoints Premal Madhavji as Equities Head,"MUMBAI: Espirito Santo Securities India, part of international investment banking and securities firm Espirito Santo Investment Bank, today announced the appointment of Premal Madhavji as Head of Equities in India. 

 ""Madhavji brings over 20 years of expertise in the institutional broking business, which will help us strategically steer the group towards the next phase of development. 

 ""India is a high growth market for us and is likely to play a significant role in broadening our international presence,"" Espirito Santo Investment Bank Chairman Jose Maria Ricciardi said in a release. 

 Based in Mumbai, Madhavji will be responsible for expanding the group's institutional brokerage business in the country. 

 ""With his range of long standing investor relationships across Asia, Europe and the US, Madhavji would be instrumental in leading the group towards the next phase of growth. We see immense potential for India, as an investment destination, particularly from foreign institutional investors' perspective. 

 ""His appointment will catalyse our expansion plans in this direction,"" Espirito Santo Investment Bank CEO, India, Nick Paulson-Ellis said. 

 
"
Eveready Industries records Q4 profit at Rs 5.44 crore,"{""Eveready Industries"": ""neutral""}",https://m.economictimes.com/markets/stocks/earnings/eveready-industries-records-q4-profit-at-rs-5-44-crore/articleshow/47233321.cms,m.economictimes.com,Eveready Industries records Q4 profit at Rs 5.44 crore,"NEW DELHI: Battery maker Eveready Industries India Ltd today reported over four-fold jump in standalone net profit at Rs 5.44 crore in the fourth quarter ended March 31, 2014-15. 

 The company has reported net profit of Rs 1.24 crore in the January-March period of 2013-14. 

 Eveready's net sales in the quarter under review stood at Rs 274.75 crore, up 6.91 per cent compared with Rs 256.98 crore it posted a year ago. 

 For the fiscal ended March 31, 2015, the company reported net profit of Rs 49.02 crore as against net profit of Rs 13.6 crore in the previous year. 

 Eveready Industries' net sales in the year ended March 31, 2015, stood at Rs 1,277.76 crore compared to net sales of Rs 1,152.33 crore in the previous year. 

 The Board of Directors of the company have recommended dividend of Rs 2 per equity share for the year ended March 31, 2015. 

 Shares of Eveready Industries were trading at Rs 269.30 apiece, up 2.36 per cent from their previous close on the BSE. 
"
